Datetime,Open,High,Low,Close,Volume,rsi,macd,macd_signal,bollinger_h,bollinger_l,atr,sma_50,sma_200,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5,Target
2025-03-29 04:00:00,0.05188067444876765,0.03994845360824861,0.05613577023498628,0.046875,0.024311113224653482,0.5225056056884465,0.37044817734348856,0.3767268834678488,0.06557190261460022,0.012825736989283243,0.12923994674790706,0.0,0.00494136796996969,0.048177083333333925,0.04947916666666785,0.05078125,0.05078125,0.053385416666666075,1
2025-03-29 05:00:00,0.05188067444876765,0.041237113402063486,0.05613577023498628,0.048177083333333925,0.01289452923737395,0.5342355751463954,0.36510907271391957,0.37344527338486977,0.06270789302799251,0.0229938753336576,0.11880310243908146,0.0014672036823917267,0.004650699265852154,0.046875,0.048177083333333925,0.04947916666666785,0.05078125,0.05078125,1
2025-03-29 06:00:00,0.05058365758754846,0.041237113402063486,0.05744125326370764,0.04947916666666785,0.02229042526101488,0.5463469606673264,0.3607842564997021,0.36986228643864794,0.05613629686039978,0.038076551661772484,0.10770464010201186,0.00293440736478523,0.004368335381855104,0.048177083333333925,0.046875,0.048177083333333925,0.04947916666666785,0.05078125,0
2025-03-29 07:00:00,0.05058365758754846,0.041237113402063486,0.05613577023498628,0.04947916666666785,0.03149938323304428,0.5463469606673264,0.356579987821684,0.36606489237094897,0.04637252445689555,0.05599350811998427,0.09880603198217877,0.004689298043725643,0.0040942763179749875,0.04947916666666785,0.048177083333333925,0.046875,0.048177083333333925,0.04947916666666785,0
2025-03-29 08:00:00,0.05058365758754846,0.041237113402063486,0.05613577023498628,0.048177083333333925,0.0424504259655613,0.5249477543500236,0.3517946685832363,0.36196730321451737,0.036825749532271246,0.0713348397050364,0.09054303872804809,0.006300345224394377,0.0038036076138574515,0.04947916666666785,0.04947916666666785,0.048177083333333925,0.046875,0.048177083333333925,0
2025-03-29 09:00:00,0.05058365758754846,0.03865979381443374,0.05221932114882577,0.048177083333333925,0.08312934930571168,0.5249477543500236,0.347332052383859,0.3577010182119346,0.03392235931978327,0.07632422188751775,0.08427736618522966,0.008141542002299218,0.0035295485499808876,0.048177083333333925,0.04947916666666785,0.04947916666666785,0.048177083333333925,0.046875,1
2025-03-29 10:00:00,0.05058365758754846,0.04510309278350633,0.05613577023498628,0.053385416666666075,0.05092794834610942,0.5830529774902473,0.346066756344205,0.3540077996676999,0.034103663014075636,0.0766739239573635,0.08127345549607565,0.009781357882623354,0.0033468425073905905,0.048177083333333925,0.048177083333333925,0.04947916666666785,0.04947916666666785,0.048177083333333925,0
2025-03-29 11:00:00,0.05577172503242522,0.04896907216494917,0.06005221932114857,0.053385416666666075,0.10100220093369622,0.5830529774902473,0.34442726843151084,0.35069017224008076,0.03426648437294233,0.07676916204803064,0.07848410985614693,0.011593785960872793,0.0032305750257464183,0.053385416666666075,0.048177083333333925,0.048177083333333925,0.04947916666666785,0.04947916666666785,0
2025-03-29 12:00:00,0.05577172503242522,0.05541237113401998,0.05744125326370764,0.05078125,0.08295959983245658,0.5321287123642944,0.34106647681169416,0.34729184760498677,0.034249839239263835,0.07706237647977154,0.08574375154261965,0.012974683544303645,0.003155831644686913,0.053385416666666075,0.053385416666666075,0.048177083333333925,0.048177083333333925,0.04947916666666785,0
2025-03-29 13:00:00,0.05317769130998684,0.04252577319587658,0.054830287206266703,0.04557291666666785,0.06378838381487276,0.43953576217840046,0.3349485679817794,0.343218421788215,0.03445729372900885,0.0764212466864862,0.08122799213477766,0.01412543153049306,0.0030561738032766073,0.05078125,0.053385416666666075,0.053385416666666075,0.048177083333333925,0.048177083333333925,1
2025-03-29 14:00:00,0.047989623865110076,0.06701030927835205,0.05221932114882577,0.048177083333333925,0.12248668133141963,0.47536519126301696,0.3310806955217769,0.3391031691031128,0.03413047180232276,0.07609464506099783,0.10658403202671851,0.015276179516687804,0.0029399063216288823,0.04557291666666785,0.05078125,0.053385416666666075,0.053385416666666075,0.048177083333333925,0
2025-03-29 15:00:00,0.04928664072632927,0.03994845360824861,0.054830287206266703,0.046875,0.0619566394186463,0.452302931023481,0.32684952479942136,0.33487400518359567,0.03379359400933524,0.07564171017104471,0.09776546734083497,0.016513233601839872,0.0027655050991590713,0.048177083333333925,0.04557291666666785,0.05078125,0.053385416666666075,0.053385416666666075,0
2025-03-29 16:00:00,0.04928664072632927,0.03994845360824861,0.05221932114882577,0.046875,0.07182766829435709,0.452302931023481,0.32310534568568733,0.3306615530020171,0.032188022025358975,0.07603861519149291,0.09239101394740618,0.01752013808975761,0.002616018337043613,0.046875,0.048177083333333925,0.04557291666666785,0.05078125,0.053385416666666075,0
2025-03-29 17:00:00,0.04928664072632927,0.03865979381443374,0.05091383812010264,0.042968750000001776,0.06241515046856424,0.3813382530295785,0.3176151558231607,0.3260758289165749,0.02996228826178715,0.07656993925431799,0.08740045008208253,0.01815304948216223,0.002532970135867174,0.046875,0.046875,0.048177083333333925,0.04557291666666785,0.05078125,1
2025-03-29 18:00:00,0.04539559014267169,0.03608247422680577,0.05091383812010264,0.04557291666666785,0.03765888903296872,0.42490301938246117,0.314436617735409,0.3217033856652485,0.029463184683434562,0.07629596182299281,0.0799521412493904,0.01887226697353306,0.002400093013989135,0.042968750000001776,0.046875,0.046875,0.048177083333333925,0.04557291666666785,0
